emp_no,salary
223348,40000
223352,40000
223355,40000
223364,45290
223374,40000
223376,66850
223379,54234
223381,40000
223382,50193
223383,56652
223384,40000
223385,43170
223387,40000
223389,82793
223390,40000
223393,40000
223397,57458
223398,43424
223399,45792
223402,58149
223406,59178
223407,40000
223408,69890
223413,50239
223418,89878
223422,50696
223423,40000
223425,44352
223427,48767
223428,40000
223431,40000
223440,40000
223443,40000
223444,56648
223447,40000
223450,54832
223453,40000
223456,67303
223460,40000
223461,76441
223476,60688
223478,68502
223483,40000
223485,46150
223486,76578
223491,40000
223493,44318
223501,61742
223505,62443
223509,44276
223520,40000
223525,48624
223526,40000
223529,40000
223530,40000
223536,40000
223539,51517
223540,40000
223543,61263
223547,43319
223548,40000
223550,41715
223555,48596
223557,54176
223559,46132
223565,40000
223567,87491
223568,57548
223572,48083
223574,45573
223575,47434
223578,40000
223581,43449
223591,40000
223594,40000
223600,47254
223605,40000
223619,69736
223620,56248
223630,40000
223635,40000
223641,68113
223645,46019
223647,40000
223652,52731
223653,40000
223656,49224
223657,59727
223659,76273
223670,40000
223672,46015
223674,40000
223678,41363
223683,40000
223703,94441
223711,40000
223729,62174
223731,40000
223732,40102
223742,40000
223745,56912
223748,40000
223750,57729
223758,51763
223768,63956
223777,75119
223779,50721
223786,57767
223787,40000
223788,50891
223790,40000
223809,40000
223827,54389
223830,52074
223834,61270
223838,77358
223842,73294
223844,79441
223845,50477
223850,58632
223856,76523
223860,63073
223865,40000
223868,52701
223869,40000
223870,40000
223872,64205
223873,52849
223877,65983
223881,71284
223882,50332
223883,64349
223885,50598
223888,44973
223892,76719
223899,57578
223907,53460
223910,72167
223926,74946
223927,40000
223928,52094
223930,43026
223934,40651
223937,40000
223942,41353
223955,44319
223956,73913
223964,68831
223967,65414
223970,40000
223971,40000
223972,62310
223975,78467
223977,66291
223981,63502
223987,40000
223991,66796
223995,40000
223998,41064
224002,64556
224004,40000
224006,58492
224011,47352
224014,40661
224026,82367
224030,51252
224032,40000
224034,62651
224035,85466
224041,49656
224042,40000
224044,47874
224047,41397
224051,40000
224062,63219
224067,75167
224070,57261
224071,47569
224072,40000
224075,90974
224077,67675
224080,45334
224082,40000
224085,40000
224099,44870
224102,40000
224108,64992
224111,40506
224113,40000
224117,42789
224119,40000
224121,40000
224127,63563
224133,40000
224139,40432
224141,40000
224142,49448
224147,48359
224162,54217
224164,46666
224166,48862
224169,79911
224171,67175
224172,61422
224179,58811
224180,40000
224181,47635
224185,77563
224189,49010
224195,48652
224197,65238
224199,51094
224203,40000
224206,64536
224207,40000
224211,46610
224214,40000
224219,56833
224222,65250
224224,54226
224234,53929
224246,40000
224249,55395
224250,42224
224251,58573
224253,40000
224254,85993
224255,40000
224264,51638
224269,84375
224273,67089
224279,66304
224284,40000
224288,46194
224290,57376
224291,70661
224294,52395
224309,40000
224317,49535
224319,40000
224320,48162
224321,51584
224333,60516
224343,41187
224346,52208
224349,47808
224351,44593
224356,58048
224357,40000
224358,67827
224362,43233
224368,40000
224371,56396
224373,59719
224375,51803
224378,43187
224379,77196
224385,40000
224387,74567
224398,58635
224408,45519
224410,63858
224412,40000
224414,40000
224422,40000
224431,63194
224442,68697
224446,61028
224456,51146
224460,44527
224464,40000
224467,40000
224472,40101
224475,40000
224478,101687
224480,49464
224481,40000
224488,64572
224491,62315
224497,50332
224498,89315
224502,40000
224504,51371
224505,73620
224511,52159
224526,46371
224527,40000
224533,65200
224536,68277
224538,41529
224544,48901
224553,40000
224562,43569
224564,40000
224565,63864
224568,101112
224570,52182
224576,68892
224582,46302
224585,45707
224587,40000
224590,81434
224593,78446
224595,56852
224597,64164
224606,76720
224612,48493
224622,40000
224627,60405
224630,40000
224646,40000
224649,40000
224651,59815
224658,65030
224665,40000
224668,57980
224675,40000
224676,74901
224679,85540
224680,81138
224683,40000
224687,64774
224690,93348
224692,49012
224694,76188
224699,40000
224701,40000
224708,40000
224715,46268
224723,40000
224724,40000
224728,40000
224738,40000
224750,69869
224755,58594
224756,80730
224764,49706
224776,71802
224781,40000
224785,47555
224791,40000
224792,51833
224795,84880
224796,67063
224797,57825
224799,40000
224810,40000
224818,52913
224820,65227
224824,56558
224828,40000
224830,58896
224831,58536
224835,41049
224837,40723
224843,40000
224847,40000
224848,42579
224849,74170
224850,54890
224853,52325
224871,82685
224875,40000
224880,54266
224885,40000
224886,61031
224897,86038
224899,40000
224901,67869
224904,105415
224907,79549
224914,40000
224917,40000
224920,64184
224924,45605
224927,63311
224933,43868
224937,64958
224942,57813
224951,58466
224956,79354
224959,40000
224960,40000
224973,40000
224976,40000
224981,40000
224984,71029
224986,40000
224988,40000
224989,84922
224994,48690
224995,70270
224996,45310
224997,55320
224998,40000
225001,60371
225003,54656
225004,88208
225009,60433
225012,43508
225017,64040
225022,63745
225026,40000
225030,54903
225033,40000
225036,40000
225037,48528
225038,40000
225054,86876
225056,40000
225059,40000
225061,40000
225067,40000
225080,40000
225085,62536
225087,62680
225090,50704
225093,68916
225094,40000
225105,82772
225108,84781
225109,40000
225114,58514
225116,75291
225121,40000
225123,40000
225125,61578
225128,40730
225129,50614
225146,40000
225152,54363
225158,40000
225170,64474
225179,40000
225185,40000
225186,48335
225188,60290
225198,40000
225206,40000
225209,40000
225211,47446
225223,51998
225230,62063
225231,54055
225242,40471
225251,63776
225253,73217
225254,78234
225255,65388
225262,52926
225270,54604
225272,40000
225277,40000
225280,67970
225283,75929
225285,48242
225287,67212
225289,40000
225290,44397
225291,40000
225293,81952
225300,40000
225301,56397
225303,81633
225306,101630
225307,62289
225313,40000
225314,70490
225315,41223
225323,88201
225324,71867
225327,53568
225329,40000
225330,40000
225335,81523
225341,72708
225347,52491
225348,40956
225349,56987
225357,51027
225363,40000
225364,40000
225366,40000
225370,62065
225373,48151
225375,75771
225382,62275
225385,43889
225387,44485
225390,83883
225418,40944
225426,40000
225433,69071
225439,40000
225444,40000
225446,40000
225450,62260
225453,40000
225455,45813
225457,40000
225459,41059
225463,55466
225464,40000
225468,40106
225469,47616
225475,44810
225480,66471
225488,75284
225489,52187
225490,67448
225492,40000
225503,55526
225505,54777
225506,55158
225509,40000
225515,85832
225516,44210
225518,78445
225521,40000
225524,48089
225533,50918
225541,57368
225542,67519
225546,55122
225550,58889
225552,48598
225556,62633
225557,70704
225563,40000
225571,87723
225575,40000
225576,48341
225582,53460
225587,48280
225594,54347
225595,40000
225606,40000
225610,47681
225613,55299
225615,70692
225617,40000
225618,40000
225619,48764
225621,40000
225623,40000
225628,64174
225630,40000
225639,61300
225645,50529
225647,40000
225650,43295
225652,40920
225654,40000
225655,49094
225658,66251
225661,71991
225664,40000
225670,40000
225677,43860
225681,40000
225688,40000
225693,40000
225699,66127
225709,68158
225711,46542
225713,45237
225714,43894
225717,76752
225718,41767
225719,40000
225724,43674
225727,45773
225747,48836
225752,101342
225758,45322
225760,47857
225761,43624
225765,51643
225766,59428
225770,61565
225772,43404
225779,40000
225785,93042
225789,43889
225793,63813
225795,40000
225798,40000
225801,47691
225803,40000
225807,40000
225810,53591
225811,40000
225812,46532
225816,65039
225818,46786
225819,73102
225820,66824
225829,61516
225832,40000
225833,58396
225840,44564
225843,68660
225849,40000
225856,62555
225857,72242
225861,47971
225862,43568
225865,43467
225871,59319
225885,40000
225890,40829
225891,71743
225896,40000
225899,49109
225900,40000
225902,40000
225904,40000
225919,40000
225928,62596
225938,58307
225941,86425
225952,40000
225955,41623
225956,40000
225965,47118
225968,40000
225972,66515
225977,45732
225979,40000
225980,40000
225981,43157
225982,40000
225992,58236
225995,47674
226007,50792
226011,62445
226012,41595
226017,59682
226019,65392
226025,72350
226029,40409
226032,50063
226040,58353
226041,76073
226043,58020
226048,65559
226053,64806
226058,54424
226063,50684
226067,101626
226079,40000
226080,40000
226082,46618
226087,52617
226092,52800
226093,60634
226095,70075
226096,58391
226099,52718
226102,45857
226104,40000
226110,44301
226112,84125
226116,45048
226118,57258
226121,40000
226143,54217
226144,40000
226146,54916
226162,57533
226166,92501
226179,53634
226181,40000
226185,40000
226186,51882
226191,64241
226193,95630
226204,45664
226210,71147
226213,40000
226219,76512
226223,65330
226226,57043
226231,40000
226236,42798
226244,90719
226247,40000
226251,40000
226263,55117
226269,85775
226270,50466
226273,40606
226275,77454
226280,40000
226281,40000
226282,73665
226296,52833
226299,40000
226301,82836
226302,40000
226304,55730
226309,66316
226310,40000
226313,44417
226322,50201
226325,97594
226328,75700
226337,41720
226338,76560
226339,62997
226340,81651
226351,41163
226354,66436
226358,40000
226359,56495
226367,71742
226369,113188
226371,56610
226377,43234
226378,42059
226380,57684
226382,71601
226384,73273
226385,53530
226392,53731
226396,40000
226398,40000
226402,56634
226406,66063
226410,66894
226414,50359
226421,56286
226423,55157
226424,53661
226425,40000
226431,60732
226435,40000
226438,85348
226441,47690
226444,77252
226451,70582
226452,89305
226453,49755
226456,63756
226459,40000
226461,48280
226462,47206
226463,47886
226466,51580
226468,40305
226471,47449
226480,47277
226484,49560
226486,96857
226494,61802
226497,40000
226501,53329
226507,40000
226515,42564
226523,40000
226526,66607
226529,41558
226537,40446
226542,41697
226545,60382
226554,73988
226566,60655
226568,52504
226573,40000
226574,40772
226581,64324
226582,86736
226587,43012
226592,40000
226596,40000
226601,57186
226603,40000
226609,40000
226611,40000
226613,40000
226614,71457
226616,49421
226619,77008
226624,51851
226627,48830
226628,40000
226631,53182
226635,50782
226643,40000
226654,40000
226661,40000
226667,46105
226668,40000
226671,40000
226672,50238
226677,57912
226681,59351
226683,75053
226687,40674
226688,76051
226693,44172
226697,40000
226699,70711
226703,62590
226708,52976
226712,47389
226715,60689
226733,40000
226739,45037
226742,40000
226752,49176
226765,72065
226772,40000
226773,40000
226774,49096
226776,49344
226782,98193
226785,47074
226787,61834
226792,42586
226794,43686
226796,58510
226801,40000
226807,40000
226808,45104
226814,46745
226815,74246
226817,40000
226829,45223
226831,62850
226836,64797
226837,41953
226846,40000
226852,49269
226853,40624
226860,70212
226873,40000
226876,61547
226878,86694
226884,40000
226886,70459
226887,55346
226891,82922
226896,63030
226899,40000
226905,61167
226910,63664
226916,40034
226917,52349
226919,47422
226920,57463
226922,40000
226932,49749
226936,40000
226942,68024
226945,69234
226948,50795
226954,42442
226956,40817
226958,40000
226960,45834
226963,44002
226965,54694
226972,43432
226986,54590
226987,55209
226991,62976
226993,48229
226995,40000
227000,40000
227003,43627
227006,60813
227014,53461
227015,40000
227027,65363
227039,61982
227042,75976
227044,73532
227048,46956
227055,85968
227059,40000
227063,80255
227064,40000
227069,66933
227071,40000
227073,41797
227082,40000
227087,91697
227097,69729
227103,73231
227116,41912
227130,41798
227134,40000
227136,63358
227139,40000
227143,40000
227144,65909
227153,40000
227157,40000
227173,54273
227181,40000
227185,40000
227199,40000
227200,40000
227205,43443
227212,51102
227214,69642
227219,40000
227222,47891
227235,40000
227239,50620
227249,82914
227250,40000
227252,40000
227257,40000
227260,40289
227271,40000
227276,58849
227277,40000
227278,49640
227281,40000
227295,50232
227296,40000
227299,40000
227303,40745
227309,40000
227315,40000
227318,40000
227322,40000
227324,40000
227328,83943
227330,40000
227333,40000
227342,69490
227346,40000
227352,55110
227353,45475
227357,70393
227358,48521
227361,51910
227363,46111
227384,52605
227385,40000
227388,48267
227392,40000
227394,40000
227396,49560
227399,40000
227400,45420
227409,65321
227415,42592
227416,49262
227423,40000
227443,67040
227448,58875
227456,40000
227457,40000
227459,85628
227463,40000
227465,55596
227470,45132
227471,40000
227473,40000
227475,40000
227478,40000
227482,73818
227487,43199
227488,47172
227491,48765
227496,40000
227498,78972
227501,40000
227506,41422
227507,87298
227510,45319
227515,82163
227517,75567
227518,40000
227522,83127
227527,42547
227528,50975
227530,58738
227531,40000
227540,40000
227549,47415
227553,69196
227554,66261
227561,96593
227563,41808
227568,40000
227575,54122
227578,53765
227582,63036
227586,40000
227591,48531
227592,50791
227593,49276
227595,64081
227606,69820
227608,49958
227609,61793
227611,42594
227619,40000
227628,40000
227638,40000
227643,77333
227650,57135
227662,82360
227676,55023
227684,45138
227689,71307
227691,72798
227694,73897
227695,48860
227696,40000
227698,40000
227701,40000
227702,64660
227705,40000
227710,44430
227714,44854
227722,40000
227726,40000
227734,48600
227736,40000
227741,48161
227746,44534
227752,40000
227754,53488
227757,43016
227762,47853
227769,40000
227772,63688
227775,54499
227777,40000
227781,40000
227783,72685
227786,40000
227790,40000
227792,76129
227796,40000
227801,58111
227806,51775
227808,40000
227815,76643
227819,45523
227827,94248
227830,40000
227834,40000
227842,68092
227846,40000
227850,44685
227854,40000
227864,45265
227868,45484
227869,42713
227873,40000
227875,40000
227877,68245
227885,66931
227886,48413
227888,40000
227889,40000
227891,46262
227892,55374
227894,71601
227903,49332
227907,40000
227908,49249
227910,70848
227913,40000
227925,40000
227933,61029
227937,40000
227938,46542
227943,45832
227958,47166
227963,40000
227967,56950
227968,80023
227969,82501
227973,49241
227983,64397
227991,40000
227992,62158
228000,45648
228003,40000
228008,40789
228018,40000
228020,46076
228023,46717
228025,56354
228028,62999
228030,72460
228033,52991
228034,68583
228037,43471
228043,60924
228051,51525
228056,42673
228065,48816
228067,45558
228069,43642
228070,68040
228071,74241
228072,74827
228095,40000
228100,43534
228104,48037
228111,40000
228112,40000
228120,40000
228121,40000
228122,40000
228123,52774
228127,60930
228129,90750
228130,40000
228136,58879
228142,77961
228146,67719
228150,40000
228152,79810
228163,40000
228173,42376
228185,48106
228192,65971
228194,65139
228197,77645
228200,44167
228205,56259
228210,40000
228223,53737
228224,60894
228227,54415
228233,44728
228235,40000
228236,55100
228237,47934
228246,71581
228257,40000
228258,51986
228259,40000
228261,61404
228264,58228
228266,40000
228267,46682
228268,54318
228269,40000
228276,40000
228278,50344
228283,40000
228284,63559
228285,40000
228304,56488
228307,53125
228311,40000
228314,40000
228319,40000
228320,60533
228331,41015
228337,75276
228340,40000
228341,57926
228346,40000
228357,62146
228358,40000
228366,72259
228368,40000
228371,71206
228374,40000
228381,40000
228383,42794
228387,40000
228396,40000
228401,57082
228411,45332
228413,68639
228414,40000
228417,40000
228420,42212
228427,40000
228429,40000
228430,42792
228436,40000
228449,64469
228450,40000
228454,40000
228456,60164
228459,72711
228467,40000
228472,40000
228473,42947
228476,57057
228480,76171
228484,69853
228490,45054
228500,50587
228504,46488
228506,40000
228507,64107
228517,87690
228518,55030
228519,59464
228524,40000
228526,40000
228530,40000
228537,40000
228540,41040
228542,51057
228543,47071
228544,48865
228546,67195
228556,45954
228557,62982
228563,54444
228564,49697
228566,40000
228573,40000
228574,86849
228576,96377
228578,50901
228586,40000
228587,67187
228591,87658
228599,40000
228602,40000
228606,67229
228610,46297
228613,56173
228617,42693
228624,56240
228626,47403
228636,42603
228642,61409
228647,40000
228653,57277
228654,56114
228655,71596
228658,43700
228660,40000
228663,40000
228666,51015
228668,67771
228672,47099
228679,40000
228680,40000
228683,40000
228685,43672
228686,40000
228691,41839
228693,51748
228716,45306
228719,40000
228723,45707
228725,72066
228730,70270
228741,64004
228743,46230
228745,46627
228748,40538
228749,52894
228752,44090
228755,80293
228757,44175
228758,40000
228759,58373
228767,40000
228774,40000
228775,55958
228778,73043
228782,40000
228783,57553
228790,45831
228795,79758
228799,59901
228800,40000
228802,54171
228804,52324
228806,41768
228807,73152
228809,88814
228815,57600
228821,74214
228823,46925
228824,43383
228828,53555
228829,46041
228834,67307
228840,40000
228846,40000
228849,61073
228853,41588
228855,61362
228858,40000
228861,40164
228862,40265
228880,40000
228884,54101
228889,40000
228895,58478
228903,57499
228909,41046
228912,53971
228927,55791
228928,40000
228929,40000
228941,40000
228942,84664
228943,76767
228944,47686
228952,81085
228959,40000
228960,63087
228961,40000
228967,45605
228972,51114
228973,52159
228975,49749
228980,93723
228982,60043
228990,53493
228991,40000
228993,50506
228997,40000
228999,58424
229002,40000
229003,93426
229019,50124
229023,51910
229024,40000
229028,43582
229032,66073
229044,94720
229046,77727
229049,70952
229055,44225
229058,44520
229061,75774
229064,46316
229069,61545
229070,40000
229072,40000
229073,57620
229080,40000
229088,54417
229092,40301
229093,52518
229101,44057
229102,51184
229111,40000
229121,40146
229122,40000
229123,48616
229126,46249
229129,43085
229133,93154
229135,90622
229137,40000
229138,64989
229146,40000
229147,40000
229149,77703
229150,59042
229155,44603
229163,61510
229164,42906
229165,70122
229170,40000
229175,40000
229180,77458
229182,40000
229189,68452
229192,40088
229194,45641
229196,40000
229201,42895
229208,70075
229212,45858
229216,40000
229221,40000
229224,52710
229225,43226
229228,51531
229231,66305
229232,65185
229240,44535
229249,50025
229255,64438
229259,56381
229266,52232
229267,69206
229271,43728
229272,40000
229276,61362
229281,85579
229282,43222
229289,54534
229291,55253
229302,40000
229307,43602
229316,93762
229317,47951
229319,58680
229327,42255
229331,52794
229333,40000
229335,69958
229340,40000
229347,40000
229358,40000
229367,55171
229368,80782
229373,78654
229377,50000
229381,69828
229385,48515
229390,78288
229395,40000
229398,52174
229401,60926
229402,40000
229405,57636
229410,40000
229413,54177
229415,48782
229418,40000
229420,40308
229421,66128
229423,72960
229430,87999
229435,43181
229439,53434
229442,40000
229443,57021
229444,72830
229446,49889
229449,40000
229450,48569
229454,54557
229455,45785
229460,40000
229461,77682
229466,61368
229469,40000
229470,60006
229477,57324
229480,40000
229481,56999
229483,40000
229487,62590
229497,57904
229500,54670
229504,40000
229511,49374
229513,47231
229514,53491
229516,47887
229526,40000
229528,59926
229536,54688
229539,78484
229541,42771
229549,40000
229552,87877
229553,41836
229558,40000
229566,88462
229569,52863
229571,49364
229578,80217
229579,42083
229587,40000
229591,40000
229595,42470
229601,51725
229612,63778
229620,66723
229627,40542
229634,40000
229636,73265
229642,40000
229649,40000
229660,40000
229664,40000
229670,40000
229681,40000
229686,55056
229695,41442
229701,45356
229717,40000
229725,40000
229740,40000
229741,55586
229742,49587
229745,40000
229750,46789
229754,46807
229755,82149
229759,40000
229761,40000
229768,40000
229771,56152
229773,64845
229779,40000
229789,57774
229790,63777
229792,40000
229798,47971
229803,40049
229810,65624
229813,40000
229815,54702
229818,53830
229819,53781
229822,77506
229826,50577
229832,60764
229839,61280
229846,67801
229851,40000
229853,51400
229858,40000
229859,42161
229860,62138
229867,56674
229872,48942
229875,40000
229878,59914
229882,51930
229891,85609
229893,81137
229899,88516
229900,76987
229903,41972
229905,47066
229911,71949
229914,62468
229922,57716
229926,71324
229927,57182
229931,40000
229933,40000
229937,42260
229941,44101
229949,50008
229954,40000
229958,70513
229960,81420
229969,83964
229970,75949
229974,40000
229979,45845
229989,43914
229997,76930
230001,42207
230005,40000
230008,51924
230015,40000
230022,72627
230025,66933
230028,48161
230029,40000
230037,42446
230042,64292
230046,40000
230047,51291
230053,40000
230055,40000
230074,54673
230078,59824
230084,48864
230091,81078
230115,40000
230116,41757
230121,53003
230129,73723
230130,51344
230139,65448
230140,50155
230145,59897
230160,48502
230167,60741
230170,71559
230176,41930
230180,64416
230182,52111
230184,40000
230185,40000
230188,40000
230190,73678
230192,47951
230202,64675
230205,48188
230210,48213
230213,40000
230219,57731
230224,50915
230225,50021
230230,45716
230235,40000
230238,54671
230245,40000
230246,41491
230247,40000
230251,40000
230252,40000
230255,82887
230257,74133
230264,51513
230271,40000
230277,50040
230280,50635
230290,55642
230292,70833
230296,63527
230300,51534
230306,40000
230316,49341
230319,40000
230321,50835
230323,40000
230324,40000
230325,40000
230329,54306
230331,40000
230346,74136
230348,46678
230353,67592
230355,42957
230357,40567
230361,99876
230367,83695
230369,40000
230374,53088
230378,56173
230381,49674
230383,86533
230385,40000
230396,62536
230398,46315
230401,67778
230409,40000
230411,40000
230412,40000
230418,74055
230419,40000
230426,40000
230439,85221
230443,72127
230444,40000
230445,66903
230453,74075
230455,40000
230458,64408
230464,59047
230465,50080
230468,44739
230470,40000
230473,40000
230480,84819
230481,45526
230484,52413
230487,50301
230493,49953
230496,40000
230497,78757
230507,40000
230513,40000
230519,75465
230520,58828
230523,57057
230527,40000
230534,66865
230541,53294
230543,64429
230545,53459
230551,43630
230553,53965
230562,74257
230567,40000
230575,40000
230578,40000
230580,40000
230582,55217
230583,46892
230586,40000
230587,45401
230591,64714
230594,60983
230602,40000
230603,40000
230607,56401
230608,40000
230610,88182
230611,63635
230612,44272
230613,65644
230615,57076
230616,40000
230621,51756
230622,40000
230630,56019
230631,40000
230636,40000
230644,53445
230647,50732
230649,75042
230659,40000
230660,57854
230673,40000
230677,61978
230681,40000
230683,40000
230686,43529
230688,40000
230690,40000
230691,65609
230692,40000
230698,40000
230701,40000
230707,49640
230710,79620
230714,72418
230716,77088
230721,40000
230722,41106
230723,60245
230724,46668
230728,40000
230737,76816
230739,41027
230742,40000
230745,59600
230747,42730
230750,64050
230753,70636
230758,69984
230765,57582
230771,40865
230774,64092
230778,79577
230781,55874
230801,102623
230804,40000
230806,43508
230807,63588
230808,40000
230813,78602
230822,77674
230825,40442
230839,51518
230842,44543
230843,79819
230846,40007
230848,47836
230851,71557
230859,40000
230862,40000
230868,63320
230871,40000
230874,49829
230875,40000
230876,46163
230882,66771
230883,44783
230885,50920
230890,40000
230892,62603
230894,52254
230895,68058
230898,65686
230905,61686
230906,50033
230910,97360
230911,45836
230914,76282
230916,40618
230919,48782
230920,86601
230921,63062
230927,40000
230928,41625
230931,42766
230935,47847
230937,52217
230939,55651
230940,52651
230944,40000
230946,49028
230948,41420
230956,40000
230957,40000
230958,40000
230959,64330
230960,40000
230966,43361
230970,40000
230971,67414
230973,61222
230975,45059
230976,54612
230980,40000
230984,40000
230985,40000
230989,55399
231000,80877
231005,54316
231006,40000
231008,40000
231012,65655
231016,57949
231021,64189
231023,40000
231024,67598
231027,51518
231034,67819
231036,53719
231037,54640
231040,91767
231044,57238
231047,40000
231050,59086
231051,60551
231056,40000
231057,73245
231058,42177
231060,58422
231062,40000
231073,50821
231079,40000
231081,45005
231083,40972
231084,40000
231090,41570
231094,51748
231096,69454
231099,42243
231105,61518
231108,56658
231110,40000
231111,53108
231116,45497
231122,47604
231127,73359
231130,45251
231131,40000
231132,40000
231139,42881
231143,46727
231144,40000
231146,40000
231151,44239
231152,58030
231163,76706
231170,50856
231178,58681
231179,42861
231185,45357
231192,40000
231193,40000
231194,40000
231198,52853
231202,40000
231205,63348
231207,40000
231212,40000
231215,53217
231222,83550
231224,73366
231234,40768
231236,40000
231238,40000
231243,40000
231244,48621
231245,40087
231250,47381
231253,92965
231262,56549
231263,51099
231270,40000
231275,46634
231276,69107
231280,40000
231284,58081
231287,56658
231294,40000
231299,40000
231305,63650
231308,62419
231315,46924
231316,40000
231322,56628
231324,40000
231329,40000
231333,40000
231339,48902
231344,42178
231345,41999
231347,40000
231353,42572
231355,40000
231362,50313
231368,50368
231372,48855
231375,40000
231380,67116
231383,51990
231386,52791
231392,40000
231393,50072
231401,40000
231409,53770
231410,62412
231411,69588
231416,54044
231417,44186
231424,69306
231425,40000
231427,40000
231430,80378
231431,40000
231436,40000
231440,69411
231443,70307
231444,44721
231457,62213
231463,58300
231469,40000
231470,49642
231471,48033
231473,40000
231477,48678
231479,52523
231486,55079
231487,65553
231490,41184
231495,66243
231499,48696
231501,58316
231509,40000
231511,66026
231514,51720
231516,70662
231520,40000
231521,40000
231522,40000
231523,83043
231527,60680
231528,56444
231535,40000
231536,40240
231538,47436
231549,52610
231553,48322
231554,67222
231557,40000
231558,64287
231562,48613
231563,54532
231564,45322
231566,50472
231567,45588
231570,56007
231571,68233
231578,96520
231583,40000
231586,71623
231587,40000
231588,40000
231594,45302
231595,80504
231602,40000
231606,43165
231611,53618
231614,48984
231616,40000
231618,54927
231627,59279
231634,59878
231635,40000
231639,51926
231649,54830
231658,40000
231661,57156
231662,40000
231665,40000
231667,40000
231672,70062
231673,70198
231689,40000
231690,70599
231693,65149
231696,82240
231699,40000
231702,56117
231703,72421
231704,40000
231705,55200
231706,57246
231719,65156
231723,40000
231727,40000
231729,54681
231735,40000
231736,40000
231740,72876
231746,40000
231748,47969
231750,68697
231751,40000
231754,80904
231756,40000
231760,53218
231767,68252
231770,71747
231782,44549
231783,63844
231795,62591
231802,76206
231803,40000
231806,75581
231815,59306
231818,60042
231825,54423
231829,40000
231832,40000
231838,59285
231842,40000
231847,40000
231848,63246
231856,40000
231857,40000
231858,62183
231865,45625
231874,50943
231876,40000
231879,61900
231883,57391
231884,40000
231887,88339
231891,74026
231895,40000
231899,40000
231905,55530
231911,61742
231918,62273
231919,45267
231922,50165
231929,40000
231932,77004
231935,40000
231938,40000
231940,40000
231943,43331
231947,50761
231950,52600
231952,52909
231956,54080
231959,66327
231963,44413
231968,50942
231969,40000
231978,40000
231981,52908
231988,40000
231994,61575
231996,52167
232000,41012
232010,45587
232012,79349
232013,80039
232030,40000
232031,58388
232035,40000
232038,40000
232040,52564
232045,40000
232048,47037
232050,55575
232053,40000
232054,40000
232057,40000
232058,40000
232062,81503
232064,40000
232065,46977
232067,55385
232070,41130
232082,40004
232083,40000
232089,40000
232091,52133
232093,47242
232096,40000
232098,56339
232102,61568
232107,47895
232111,42336
232113,71438
232114,73147
232118,67274
232121,40000
232124,42560
232125,50351
232127,67237
232130,59476
232133,71135
232134,48500
232142,40000
232143,40000
232146,40000
232152,60502
232154,67022
232158,51241
232169,40000
232174,54468
232180,40000
232182,60901
232183,46516
232184,40000
232199,79933
232201,81443
232203,40000
232204,65338
232211,83003
232220,73191
232221,46207
232226,48364
232230,40000
232236,40000
232241,71543
232243,49879
232244,62598
232247,40000
232255,83930
232260,47929
232262,58690
232264,40000
232265,40000
232269,63667
232276,40000
232277,47521
232278,40000
232280,54607
232284,60964
232289,66678
232291,47633
232294,40000
232295,41549
232297,40000
232298,40000
232313,80850
232328,40000
232330,70063
232333,55641
232334,40000
232335,40193
232338,54601
232340,65125
232348,51093
232350,54377
232357,51755
232358,84302
232359,44159
232367,52737
232373,40000
232379,51294
232381,70837
232382,69964
232384,40000
232389,68963
232390,40000
232396,53595
232413,40000
232414,44433
232416,59754
232419,51927
232423,40000
232430,40433
232434,53711
232436,68841
232437,65943
232438,60527
232440,40000
232445,47639
232446,44586
232449,52426
232455,40000
232460,42824
232466,52637
232468,46945
232474,68357
232485,40000
232486,71326
232503,40000
232507,63210
232508,48048
232510,40000
232516,40000
232526,57551
232528,54703
232534,50029
232536,58883
232543,45656
232544,92765
232545,46111
232559,54630
232563,49727
232564,83949
232565,56678
232574,75680
232575,93113
232579,69345
232587,55499
232590,45062
232594,75485
232596,44838
232597,40000
232599,92502
232601,40000
232604,48147
232608,44645
232613,40000
232615,66418
232617,62009
232620,44851
232623,40000
232626,40000
232632,47322
232636,60518
232638,46402
232642,40000
232643,55801
232644,45003
232652,40000
232657,72979
232662,49889
232677,40000
232679,40000
232680,44201
232684,46353
232686,52341
232692,64910
232694,40000
232696,72063
232698,66733
232699,40000
232708,43378
232711,40480
232716,66737
232722,55443
232724,59879
232726,46026
232727,64543
232729,56255
232744,40000
232748,40000
232749,40000
232750,50390
232753,100993
232758,65212
232762,55212
232771,40774
232777,47193
232782,47599
232784,40000
232785,50267
232787,42733
232791,40000
232795,40000
232802,47113
232808,40000
232813,40000
232816,40000
232817,40000
232818,40000
232822,40000
232824,51322
232827,40000
232831,40000
232834,40000
232837,66808
232840,62554
232845,40000
232855,63187
232857,76574
232868,53801
232874,40000
232876,40000
232878,40845
232879,43306
232880,40000
232882,82153
232883,62549
232888,43882
232890,40000
232891,47752
232892,59930
232893,40000
232897,45363
232905,74935
232907,47728
232911,47135
232915,40000
232918,64617
232921,58012
232922,77968
232924,40000
232928,40000
232933,60920
232947,58343
232950,60348
232952,76120
232954,40000
232964,42660
232966,46316
232971,50157
232972,62257
232976,74300
232977,54497
232979,60890
232985,40000
232988,40000
232995,82110
233001,58604
233010,43088
233012,40000
233017,50246
233021,69117
233022,65738
233030,53542
